975 25 0 185 812 3 560 240 200 94 766 140 532 221 247
924 69 7 172 818 10 510 287 203 93 756 151 499 256 245
869 122 9 166 810 24 470 329 201 92 748 160 462 296 242
827 160 13 158 807 35 424 377 199 89 741 170 430 341 229
750 233 17 149 797 54 400 404 196 88 733 179 408 370 222
675 297 28 145 789 66 374 430 196 87 729 184 377 400 223
601 364 35 139 790 71 352 452 196 84 723 193 349 429 222
528 431 41 134 789 77 331 469 200 84 715 201 332 448 220
480 473 47 129 791 80 308 489 203 84 706 210 315 466 219
435 512 53 120 792 88 283 511 206 84 700 216 289 491 220
397 543 60 114 791 95 261 535 204 83 697 220 275 507 218
366 573 61 109 787 104 246 553 201 80 692 228 255 528 217
320 614 66 104 790 106 227 569 204 80 683 237 242 543 215
295 636 69 93 791 116 214 583 203 79 674 247 221 570 209
281 644 75 88 788 124 200 602 198 79 667 254 201 590 209
264 663 73 83 790 127 182 618 200 78 666 256 182 614 204
245 675 80 74 797 129 170 632 198 77 661 262 165 634 201
235 679 86 69 798 133 151 648 201 70 666 264 152 649 199
219 691 90 65 797 138 136 666 198 65 673 262 141 662 197
209 688 103 60 801 139 119 680 201 59 681 260 124 677 199
198 694 108 53 799 148 109 688 203 57 683 260 110 685 205
179 710 111 51 793 156 101 698 201 53 682 265 102 691 207
167 719 114 46 796 158 95 708 197 47 686 267 88 700 212
160 724 116 42 803 155 83 716 201 42 688 270 81 704 215
150 732 118 38 805 157 80 719 201 39 696 265 74 715 211
