664 336 0 811 188 1 362 454 184 929 0 71 991 9 0
629 361 10 762 221 17 343 472 185 879 48 73 943 50 7
587 389 24 724 254 22 325 484 191 833 90 77 893 92 15
544 420 36 693 274 33 317 489 194 793 126 81 837 139 24
513 444 43 649 308 43 309 492 199 746 171 83 794 173 33
483 463 54 609 345 46 302 490 208 695 214 91 750 211 39
452 483 65 571 375 54 293 492 215 640 264 96 711 245 44
427 502 71 539 394 67 282 498 220 599 298 103 665 285 50
403 520 77 513 417 70 268 509 223 546 342 112 607 332 61
377 542 81 471 449 80 261 518 221 506 374 120 567 364 69
357 558 85 438 473 89 247 528 225 465 407 128 529 398 73
336 575 89 415 489 96 232 535 233 428 442 130 489 429 82
310 592 98 384 517 99 224 543 233 392 471 137 445 467 88
288 613 99 357 534 109 211 558 231 373 485 142 414 492 94
264 629 107 330 554 116 195 566 239 353 501 146 383 519 98
243 643 114 308 576 116 186 575 239 330 520 150 346 546 108
227 651 122 277 599 124 176 581 243 304 540 156 315 576 109
203 668 129 256 615 129 166 587 247 281 559 160 289 599 112
191 675 134 236 631 133 157 596 247 262 574 164 266 614 120
178 687 135 219 645 136 142 612 246 239 593 168 239 632 129
165 698 137 203 649 148 132 625 243 219 611 170 219 647 134
151 716 133 187 665 148 119 633 248 199 630 171 201 659 140
141 723 136 174 675 151 113 644 243 178 641 181 181 677 142
136 719 145 162 685 153 99 651 250 161 662 177 163 690 147
128 725 147 146 694 160 88 665 247 141 682 177 149 700 151
