519 481 0 217 779 4 58 1 941 968 32 0 95 905 0
481 508 11 206 773 21 58 1 941 898 92 10 91 899 10
437 539 24 196 773 31 57 1 942 828 154 18 90 887 23
398 564 38 187 768 45 55 1 944 752 229 19 89 875 36
364 590 46 178 768 54 55 1 944 673 300 27 89 862 49
333 610 57 173 769 58 55 1 944 592 368 40 88 854 58
307 629 64 160 773 67 55 1 944 522 431 47 86 847 67
289 642 69 155 765 80 55 1 944 459 485 56 86 840 74
269 658 73 151 768 81 54 1 945 388 547 65 86 826 88
247 676 77 143 765 92 53 1 946 358 575 67 84 820 96
233 685 82 130 769 101 53 1 946 330 596 74 79 820 101
212 700 88 121 769 110 52 1 947 306 622 72 76 812 112
197 705 98 112 775 113 52 1 947 286 634 80 67 811 122
179 720 101 105 775 120 52 1 947 270 651 79 64 801 135
164 735 101 96 776 128 52 1 947 257 660 83 58 803 139
154 739 107 86 788 126 52 1 947 239 670 91 47 806 147
142 747 111 78 794 128 51 1 948 221 681 98 44 803 153
134 750 116 69 797 134 51 1 948 206 686 108 36 809 155
124 755 121 66 799 135 51 1 948 196 692 112 33 808 159
118 763 119 62 803 135 50 1 949 181 700 119 28 808 164
107 773 120 58 799 143 50 1 949 165 716 119 26 806 168
99 779 122 49 811 140 50 1 949 156 721 123 23 810 167
94 780 126 44 811 145 50 1 949 144 723 133 21 814 165
87 780 133 40 808 152 49 1 950 132 735 133 16 824 160
80 781 139 36 806 158 49 1 950 112 749 139 10 826 164
