0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 48 10 0 0 16 0 39 4 0 53 11 0 60 9
0 54 14 0 0 6 0 50 8 0 42 11 0 54 11
0 60 13 0 0 12 0 51 10 0 34 6 0 55 9
0 59 10 0 0 11 0 64 7 0 32 10 0 45 12
0 53 12 0 0 7 0 65 8 0 39 14 0 43 9
0 53 10 0 0 11 0 67 10 0 38 11 0 42 8
0 53 8 0 0 15 0 70 8 0 25 13 0 52 6
0 47 8 0 0 4 0 57 9 0 37 15 0 59 14
0 55 7 0 0 14 0 70 10 0 33 10 0 42 9
0 46 6 0 0 14 0 66 13 0 41 11 0 47 6
0 51 8 0 0 8 0 56 14 0 43 10 0 50 10
0 51 12 0 0 10 0 67 5 0 34 12 0 48 11
0 63 7 0 0 13 0 76 10 0 27 8 0 34 12
0 54 9 0 0 10 0 68 15 0 30 8 0 48 8
0 44 9 0 0 2 0 68 12 0 38 15 0 50 12
0 32 12 0 0 10 0 78 11 0 36 9 0 54 8
0 47 9 0 0 8 0 65 12 0 47 14 0 41 7
0 46 10 0 0 9 0 55 10 0 45 11 0 54 10
0 38 9 0 19 11 0 63 10 0 37 9 0 43 11
0 43 7 0 26 17 0 49 8 0 41 8 0 41 10
0 38 4 0 30 10 0 58 18 0 41 8 0 33 10
0 34 8 0 38 12 0 49 4 0 36 19 0 43 7
0 33 12 0 37 10 0 42 12 0 54 8 0 34 8
0 27 9 0 30 14 0 51 5 0 48 12 0 44 10
