239 761 0 955 41 4 587 410 3 178 812 10 621 379 0
222 763 15 907 83 10 553 429 18 172 808 20 587 410 3
210 765 25 860 122 18 529 445 26 164 806 30 552 432 16
206 757 37 820 157 23 497 469 34 155 801 44 516 458 26
199 752 49 765 201 34 465 495 40 149 797 54 479 489 32
188 754 58 710 242 48 440 518 42 144 794 62 450 510 40
176 753 71 665 282 53 412 536 52 138 792 70 419 531 50
168 751 81 623 313 64 385 557 58 132 791 77 388 552 60
162 748 90 574 359 67 351 575 74 127 791 82 369 565 66
153 753 94 525 400 75 330 579 91 117 796 87 342 583 75
144 751 105 485 429 86 310 594 96 115 793 92 314 601 85
134 755 111 444 466 90 292 604 104 109 791 100 300 607 93
124 754 122 406 501 93 272 619 109 101 792 107 284 615 101
122 746 132 378 525 97 248 644 108 95 788 117 271 621 108
109 752 139 349 552 99 232 652 116 90 784 126 257 628 115
105 749 146 321 572 107 222 657 121 84 789 127 239 642 119
105 744 151 281 606 113 204 669 127 77 796 127 220 656 124
96 745 159 256 623 121 186 682 132 73 797 130 201 676 123
89 744 167 235 639 126 175 686 139 62 801 137 181 691 128
87 743 170 220 652 128 157 694 149 59 795 146 168 699 133
80 742 178 205 665 130 143 710 147 54 792 154 156 707 137
73 749 178 188 672 140 125 724 151 47 796 157 142 714 144
72 748 180 172 685 143 116 728 156 42 798 160 128 717 155
68 749 183 163 693 144 106 735 159 40 799 161 118 716 166
63 755 182 152 696 152 90 749 161 35 796 169 111 719 170
