247 645 108 603 397 0 922 30 48 980 19 1 436 564 0
231 651 118 565 424 11 873 69 58 937 54 9 412 585 3
222 651 127 525 452 23 838 101 61 879 104 17 392 591 17
219 647 134 505 466 29 780 155 65 827 145 28 369 602 29
210 644 146 476 483 41 733 201 66 776 186 38 351 612 37
207 637 156 440 505 55 683 251 66 725 230 45 335 619 46
206 631 163 409 529 62 632 292 76 679 271 50 316 627 57
204 625 171 386 544 70 589 331 80 622 319 59 301 636 63
198 624 178 363 560 77 521 384 95 583 356 61 288 643 69
192 629 179 337 578 85 488 409 103 535 401 64 270 650 80
177 637 186 313 591 96 463 433 104 501 432 67 253 657 90
169 643 188 292 607 101 428 457 115 455 468 77 239 662 99
163 641 196 275 624 101 390 486 124 413 499 88 230 661 109
156 645 199 258 636 106 355 522 123 373 531 96 220 664 116
146 647 207 237 652 111 334 541 125 342 557 101 208 672 120
139 654 207 219 660 121 314 557 129 317 584 99 197 675 128
135 656 209 201 673 126 287 577 136 291 604 105 186 677 137
129 656 215 182 683 135 265 597 138 269 620 111 174 690 136
121 659 220 165 695 140 244 614 142 239 644 117 162 698 140
117 664 219 155 701 144 216 630 154 221 659 120 143 713 144
104 672 224 148 706 146 205 647 148 210 669 121 131 717 152
93 684 223 134 709 157 185 663 152 190 686 124 126 720 154
89 690 221 120 717 163 172 673 155 176 700 124 120 723 157
81 694 225 109 726 165 155 690 155 158 712 130 113 720 167
72 708 220 97 733 170 144 698 158 145 714 141 103 728 169
