727 273 0 228 772 0 33 966 1 400 600 0 397 601 2
688 304 8 217 767 16 32 961 7 370 619 11 378 611 11
641 337 22 205 770 25 32 949 19 342 640 18 352 630 18
594 371 35 192 776 32 32 939 29 319 657 24 325 647 28
543 416 41 187 773 40 31 929 40 293 671 36 309 653 38
495 453 52 179 771 50 31 922 47 268 684 48 294 659 47
444 498 58 169 770 61 31 911 58 254 690 56 272 677 51
402 533 65 155 769 76 30 905 65 242 690 68 257 688 55
367 558 75 150 771 79 30 894 76 224 699 77 234 704 62
342 582 76 142 770 88 25 891 84 212 702 86 221 709 70
319 600 81 132 771 97 24 880 96 194 715 91 205 720 75
293 624 83 126 772 102 24 872 104 177 725 98 191 728 81
268 643 89 120 769 111 24 866 110 168 730 102 179 732 89
240 669 91 113 766 121 20 864 116 161 734 105 165 736 99
218 687 95 105 769 126 19 850 131 155 732 113 150 747 103
203 696 101 97 776 127 18 842 140 144 733 123 139 752 109
188 704 108 87 780 133 18 837 145 133 738 129 128 757 115
176 712 112 84 782 134 18 826 156 128 735 137 119 760 121
159 722 119 79 780 141 17 819 164 121 739 140 103 771 126
147 729 124 72 779 149 11 818 171 109 743 148 96 772 132
135 738 127 66 780 154 10 813 177 100 747 153 87 783 130
122 753 125 57 787 156 9 801 190 87 754 159 81 788 131
115 758 127 55 783 162 9 799 192 79 749 172 72 794 134
103 764 133 51 781 168 8 795 197 69 759 172 66 792 142
96 764 140 47 783 170 7 798 195 60 771 169 60 793 147
