999 1 0 177 8 815 451 549 0 3 995 2 614 386 0
941 51 8 174 8 818 408 579 13 3 984 13 561 430 9
873 107 20 174 8 818 372 602 26 3 973 24 516 464 20
801 168 31 173 8 819 344 617 39 3 965 32 469 502 29
720 242 38 172 8 820 312 639 49 3 951 46 426 537 37
637 317 46 172 8 820 296 648 56 3 937 60 393 562 45
571 379 50 172 8 820 280 653 67 3 927 70 362 588 50
499 446 55 170 7 823 257 670 73 3 915 82 338 608 54
455 483 62 170 7 823 236 685 79 3 903 94 310 625 65
406 525 69 170 7 823 222 690 88 2 896 102 283 644 73
360 557 83 167 7 826 203 705 92 2 889 109 262 662 76
323 585 92 165 7 828 192 715 93 2 881 117 238 682 80
283 624 93 163 7 830 184 717 99 2 869 129 223 689 88
258 646 96 160 7 833 168 718 114 2 862 136 209 704 87
234 668 98 158 7 835 162 718 120 2 856 142 189 721 90
214 688 98 154 7 839 148 722 130 1 848 151 179 729 92
200 698 102 153 7 840 134 729 137 1 840 159 163 741 96
191 700 109 150 7 843 120 741 139 1 835 164 151 744 105
174 712 114 149 7 844 113 741 146 1 831 168 139 750 111
163 715 122 146 7 847 104 748 148 1 825 174 130 759 111
151 726 123 146 7 847 98 750 152 1 817 182 115 773 112
146 725 129 145 7 848 86 754 160 1 818 181 109 774 117
134 732 134 143 6 851 78 760 162 1 817 182 103 772 125
126 740 134 142 6 852 68 765 167 1 813 186 94 780 126
120 747 133 142 6 852 68 767 165 1 813 186 87 785 128
