557 443 0 481 512 7 714 286 0 990 10 0 49 951 0
530 459 11 462 523 15 683 306 11 935 56 9 48 942 10
496 477 27 433 544 23 632 349 19 884 99 17 48 933 19
460 503 37 414 553 33 592 379 29 823 153 24 47 924 29
427 530 43 395 562 43 555 407 38 767 200 33 46 914 40
394 553 53 368 579 53 529 428 43 707 249 44 44 906 50
368 573 59 339 597 64 499 450 51 658 291 51 44 897 59
344 592 64 314 606 80 466 477 57 619 319 62 43 893 64
322 603 75 300 618 82 446 491 63 569 360 71 39 888 73
304 617 79 281 627 92 416 513 71 528 392 80 38 880 82
287 629 84 260 640 100 389 531 80 477 435 88 37 872 91
266 643 91 249 646 105 359 549 92 426 478 96 36 865 99
250 651 99 233 654 113 338 567 95 389 507 104 34 859 107
228 672 100 221 656 123 313 587 100 368 530 102 31 851 118
217 679 104 204 669 127 291 599 110 347 542 111 30 848 122
206 686 108 194 681 125 274 608 118 310 570 120 25 842 133
192 692 116 183 689 128 254 626 120 282 593 125 22 835 143
181 696 123 165 702 133 239 636 125 261 607 132 18 832 150
165 707 128 155 705 140 226 641 133 239 624 137 17 825 158
153 719 128 143 709 148 209 655 136 219 641 140 15 817 168
137 730 133 133 713 154 199 664 137 205 656 139 13 814 173
129 734 137 121 721 158 185 671 144 185 674 141 13 808 179
118 744 138 109 733 158 172 682 146 170 680 150 11 806 183
109 750 141 103 735 162 155 695 150 142 711 147 10 800 190
104 746 150 96 739 165 146 706 148 127 726 147 9 800 191
