0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 56 11 0 38 17 0 0 2 0 64 10 0 42 10
0 68 14 0 45 10 0 0 3 0 69 10 0 18 13
0 80 15 0 37 15 0 0 4 0 83 3 0 0 13
0 82 11 0 32 11 0 0 5 0 86 10 0 0 13
0 68 15 0 43 6 0 0 4 0 89 16 0 0 9
0 61 11 0 44 11 0 0 8 0 95 11 0 0 9
0 63 8 0 40 16 0 0 6 0 97 13 0 0 7
0 53 8 0 29 5 0 0 8 0 118 15 0 0 14
0 53 8 0 41 14 0 0 8 0 77 11 0 29 9
0 45 6 0 42 14 0 0 13 0 68 11 0 45 6
0 50 8 0 36 9 0 0 13 0 69 7 0 45 13
0 47 12 0 49 10 0 0 4 0 55 12 0 49 12
0 59 7 0 51 14 0 0 9 0 56 5 0 34 15
0 59 10 0 48 9 0 0 15 0 46 8 0 47 8
0 45 9 0 54 3 0 0 11 0 41 12 0 60 15
0 33 13 0 70 10 0 0 9 0 37 8 0 60 10
0 47 10 0 57 10 0 0 9 0 47 13 0 49 8
0 43 10 0 52 10 0 0 9 0 41 10 0 64 11
0 46 9 0 57 13 0 0 8 0 46 8 0 51 12
0 52 7 0 50 17 0 0 8 0 42 7 0 56 11
0 47 4 0 62 10 0 0 17 0 44 9 0 47 10
0 47 8 0 51 12 0 0 4 0 50 18 0 52 8
0 42 12 0 55 10 0 0 12 0 53 8 0 50 8
0 34 9 0 60 14 0 0 5 0 47 11 0 59 11
