709 280 11 942 58 0 925 69 6 896 104 0 492 2 506
657 318 25 885 107 8 874 107 19 835 155 10 491 2 507
618 348 34 839 143 18 825 151 24 775 207 18 487 2 511
589 365 46 784 192 24 775 194 31 721 250 29 481 2 517
554 389 57 727 238 35 729 237 34 673 289 38 476 2 522
512 423 65 669 283 48 682 279 39 633 321 46 471 2 527
475 451 74 628 318 54 634 317 49 594 356 50 464 2 534
448 466 86 585 349 66 588 359 53 559 385 56 457 2 541
413 492 95 539 388 73 540 394 66 522 415 63 454 2 544
387 519 94 509 410 81 493 425 82 486 450 64 448 5 547
364 533 103 469 440 91 465 449 86 449 486 65 438 21 541
344 548 108 435 468 97 428 480 92 421 507 72 432 26 542
321 563 116 407 498 95 396 504 100 388 531 81 428 26 546
304 573 123 369 533 98 352 545 103 364 545 91 422 26 552
285 585 130 344 553 103 325 570 105 328 573 99 418 26 556
268 593 139 312 573 115 295 594 111 305 594 101 404 42 554
257 598 145 278 606 116 271 610 119 277 620 103 391 53 556
240 606 154 253 621 126 247 628 125 255 634 111 375 85 540
227 615 158 229 640 131 232 638 130 227 660 113 359 111 530
218 622 160 217 651 132 207 653 140 206 680 114 338 143 519
200 634 166 205 659 136 187 675 138 193 687 120 323 171 506
190 648 162 187 669 144 168 689 143 177 700 123 298 203 499
178 661 161 172 679 149 149 704 147 167 709 124 277 233 490
162 678 160 165 686 149 140 712 148 152 719 129 256 260 484
152 687 161 149 700 151 128 720 152 137 724 139 232 295 473
