0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 46 7 0 51 7 0 58 13 0 0 13 0 45 10
0 54 3 0 36 14 0 56 11 0 0 11 0 54 11
0 41 4 0 31 11 0 63 16 0 0 10 0 65 9
0 80 5 0 32 19 0 51 7 0 0 10 0 37 9
0 72 11 0 26 13 0 59 9 0 0 7 0 43 10
0 90 9 0 26 5 0 38 8 0 0 10 0 46 18
0 98 10 0 27 11 0 37 12 0 0 8 0 38 9
0 80 8 0 26 5 0 51 13 0 0 13 0 43 11
0 77 11 0 34 10 0 45 11 0 0 8 0 44 10
0 76 14 0 21 9 0 53 9 0 18 8 0 32 10
0 59 7 0 32 10 0 48 12 0 17 10 0 44 11
0 84 8 0 37 5 0 40 17 0 0 10 0 39 10
0 69 9 0 43 14 0 43 12 0 0 10 0 45 5
0 55 7 0 43 8 0 46 12 0 0 9 0 56 14
0 61 4 0 39 10 0 38 12 0 16 12 0 46 12
0 48 11 0 35 8 0 45 11 0 29 11 0 43 9
0 34 12 0 38 10 0 46 9 0 39 8 0 43 11
0 42 10 0 38 7 0 39 11 0 39 13 0 42 9
0 30 15 0 36 6 0 42 9 0 48 12 0 44 8
0 44 8 0 41 12 0 37 9 0 31 11 0 47 10
0 55 7 0 33 11 0 36 10 0 39 14 0 37 8
0 41 6 0 48 9 0 34 7 0 42 13 0 35 15
0 34 6 0 45 9 0 36 13 0 44 12 0 41 10
0 32 6 0 39 12 0 36 12 0 46 8 0 47 12
