1000 0 0 259 740 1 993 3 4 27 973 0 999 1 0
952 41 7 252 736 12 943 44 13 27 958 15 954 39 7
894 91 15 240 736 24 882 95 23 27 946 27 884 102 14
841 136 23 228 741 31 816 154 30 26 933 41 826 148 26
783 183 34 212 742 46 757 209 34 26 924 50 769 198 33
725 230 45 203 741 56 703 258 39 25 915 60 719 239 42
670 277 53 196 739 65 651 297 52 25 905 70 666 288 46
612 324 64 187 741 72 596 346 58 24 895 81 610 336 54
559 368 73 177 744 79 552 381 67 23 891 86 568 369 63
519 404 77 168 743 89 519 402 79 21 888 91 526 403 71
479 432 89 159 741 100 477 440 83 21 882 97 472 447 81
444 464 92 154 739 107 442 464 94 21 875 104 438 474 88
410 491 99 147 742 111 403 498 99 21 866 113 406 501 93
379 517 104 139 738 123 371 531 98 21 856 123 384 514 102
345 547 108 133 736 131 350 552 98 21 843 136 361 532 107
323 568 109 122 734 144 321 580 99 21 836 143 329 557 114
301 585 114 115 737 148 295 595 110 18 833 149 302 580 118
275 603 122 108 739 153 275 604 121 17 825 158 275 603 122
256 618 126 100 738 162 254 622 124 15 822 163 256 621 123
244 622 134 95 740 165 238 635 127 14 817 169 225 645 130
216 644 140 85 742 173 227 647 126 12 809 179 205 660 135
202 652 146 76 747 177 208 662 130 11 804 185 181 682 137
192 665 143 67 752 181 194 673 133 10 801 189 166 687 147
170 689 141 63 749 188 181 682 137 9 794 197 154 693 153
158 698 144 57 750 193 168 697 135 8 796 196 141 704 155
